x,y,z
700.53,533.74,9.53
700.53,544.86,9.71
700.53,555.97,9.74
700.53,567.09,9.64
700.53,578.21,9.64
700.53,589.33,9.63
711.65,422.54,8.07
711.65,433.66,8.2
711.65,444.78,8.3
711.65,455.9,8.47
711.65,467.02,8.7
711.65,478.14,8.94
711.65,489.26,9.13
711.65,500.38,9.19
711.65,511.5,9.24
711.65,522.62,9.33
711.65,533.74,9.42
711.65,544.86,9.57
711.65,555.97,9.6
711.65,567.09,9.58
711.65,578.21,9.64
711.65,589.33,9.6
711.65,600.45,9.54
722.77,433.66,8.26
722.77,444.78,8.33
722.77,455.9,8.3
722.77,467.02,8.55
722.77,478.14,8.89
722.77,489.26,9.18
722.77,500.38,9.21
722.77,511.5,9.22
722.77,522.62,9.25
722.77,533.74,9.32
722.77,544.86,9.41
722.77,555.97,9.41
722.77,567.09,9.45
722.77,578.21,9.49
722.77,589.33,9.45
722.77,600.45,9.44
733.88,444.78,8.37
733.88,455.9,8.24
733.88,467.02,8.5
733.88,478.14,8.85
733.88,489.26,9.04
733.88,500.38,9.11
733.88,511.5,9.19
733.88,522.62,9.24
733.88,533.74,9.28
733.88,544.86,9.34
733.88,555.97,9.28
733.88,567.09,9.34
733.88,578.21,9.39
733.88,589.33,9.31
733.88,600.45,9.36
745,467.02,8.7
745,478.14,8.87
745,489.26,9.02
745,500.38,9.06
745,511.5,9.14
745,522.62,9.23
745,533.74,9.27
745,544.86,9.31
745,555.97,9.32
745,567.09,9.35
745,578.21,9.37
745,589.33,9.35
745,600.45,9.35
745,611.57,9.32
756.12,478.14,8.84
756.12,489.26,8.98
